what,kind,bundleId,bundleVersion,description,time
error,log,,,"Expected base address of system ID component is undefined.",1421284002417
error,log,,,"SOPC design not set.",1421284003166
error,log,,,"CPU module not set.",1421284003166
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421284003166
error,log,,,"CPU architecture type not set. ",1421284003166
error,log,,,"CPU master group not set.",1421284003166
error,log,,,"Expected base address of system ID component is undefined.",1421284003166
error,log,,,"SOPC design not set.",1421284003166
error,log,,,"CPU module not set.",1421284003166
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421284003166
error,log,,,"CPU architecture type not set. ",1421284003166
error,log,,,"CPU master group not set.",1421284003166
error,log,,,"Connected system ID hash not found on target at expected base address.",1421284003166
error,log,,,"Connected system timestamp not found on target at expected base address.",1421284003166
error,log,,,"SOPC design not set.",1421284003197
error,log,,,"CPU module not set.",1421284003197
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421284003197
error,log,,,"CPU architecture type not set. ",1421284003197
error,log,,,"CPU master group not set.",1421284003197
error,log,,,"Connected system ID hash not found on target at expected base address.",1421284003197
error,log,,,"Connected system timestamp not found on target at expected base address.",1421284003197
error,log,,,"SOPC design not set.",1421284003197
error,log,,,"CPU module not set.",1421284003197
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421284003197
error,log,,,"CPU architecture type not set. ",1421284003197
