what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1421284344017
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284344297
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284349476
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284349508
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284353127
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421284362971
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421284363018
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284381676
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284451804
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284452179
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284454363
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421284456921
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421284484018
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1421284484674
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284536005
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284543952
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1421284545013
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1421284546277
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284546979
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284553530
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1421284554528
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421284582392
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421284582595
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421284582641
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421284591003
