what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1421288930312
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1421288933620
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421288939834
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289402996
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289405855
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421289405855
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289407836
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289593410
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1421289593426
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289593706
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289593722
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289593831
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289594814
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421289594939
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1421289595048
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1421289595048
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1421289595079
stopped,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1421289595079
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.debug.core"".",1421289595142
error,log,,,"An exception occurred while dispatching debug events.",1421289595142
stopped,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1421289596093
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1421289596093
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1421289596093
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1421289596093
stopped,bundle,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui",1421289596093
