what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1421287073932
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287073932
error,log,,,"CPU architecture type not set. ",1421287073932
error,log,,,"CPU master group not set.",1421287073932
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421287074057
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421287075211
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287110397
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287632010
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421287633882
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421287635661
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421287635785
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421287635785
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421287636940
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421287641323
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287644927
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287647673
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1421287650621
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287650902
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287662639
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1421287663825
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287671032
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287672139
error,log,,,"SOPC design not set.",1421287672202
error,log,,,"CPU module not set.",1421287672202
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287672202
