what,kind,bundleId,bundleVersion,description,time
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1421283845583
java.vm.specification.version,sysinfo,,,"1.0",1421283845583
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1421283845583
java.vm.version,sysinfo,,,"14.0-b16",1421283845583
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421283851183
started,bundle,com.altera.sbtgui.core,10.1.0.153,"com.altera.sbtgui.core",1421283851417
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1421283851417
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1421283851464
started,bundle,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui",1421283868702
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421283869279
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421283941669
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421283957737
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421283960467
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1421283963665
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421283963680
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421283963758
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1421283971981
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421283972247
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421283990498
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421283995334
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1421283997331
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1421283997378
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1421283997394
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421283999297
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421284002354
