what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1421283845583
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1421283845583
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1421283845583
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1421283845583
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1421283845583
started,bundle,com.altera.sbtgui.integration,10.1.0.153,"com.altera.sbtgui.integration",1421283845583
started,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1421283845583
started,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1421283845583
started,bundle,com.altera.systemconsole,10.1.0.153,"com.altera.systemconsole",1421283845583
started,bundle,com.altera.utilities,10.1.0.153,"com.altera.utilities",1421283845583
os,sysinfo,,,"win32",1421283845583
arch,sysinfo,,,"x86",1421283845583
ws,sysinfo,,,"win32",1421283845583
locale,sysinfo,,,"en_CA",1421283845583
processors,sysinfo,,,"4",1421283845583
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1421283845583
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1421283845583
java.specification.name,sysinfo,,,"Java Platform API Specification",1421283845583
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1421283845583
java.specification.version,sysinfo,,,"1.6",1421283845583
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1421283845583
java.version,sysinfo,,,"1.6.0_14",1421283845583
java.vm.info,sysinfo,,,"mixed mode",1421283845583
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1421283845583
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1421283845583
