what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421287833964
error,log,,,"SOPC design not set.",1421287834026
error,log,,,"CPU module not set.",1421287834026
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287834026
error,log,,,"CPU architecture type not set. ",1421287834026
error,log,,,"CPU master group not set.",1421287834026
error,log,,,"SOPC design not set.",1421287834151
error,log,,,"CPU module not set.",1421287834151
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287834151
error,log,,,"CPU architecture type not set. ",1421287834151
error,log,,,"CPU master group not set.",1421287834151
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834151
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834213
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834323
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834432
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834541
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834650
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834759
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834869
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287834978
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287835087
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287835196
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287835305
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287835415
error,log,,,"System timestamp mismatch - connected: ""1421287343"", expected: ""1421283522"".",1421287835524
