what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286647624
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286647936
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286651540
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286656127
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286657281
error,log,,,"SOPC design not set.",1421286657328
error,log,,,"CPU module not set.",1421286657328
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421286657328
error,log,,,"CPU architecture type not set. ",1421286657328
error,log,,,"CPU master group not set.",1421286657328
error,log,,,"SOPC design not set.",1421286657453
error,log,,,"CPU module not set.",1421286657453
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421286657453
error,log,,,"CPU architecture type not set. ",1421286657453
error,log,,,"CPU master group not set.",1421286657453
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421286658638
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1421286661112
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421286667184
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421286684783
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286699605
no handler,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1421286701760
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286707751
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1421286708983
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286709295
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421286727429
