what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421285351290
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421285354456
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1421285366767
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildProject",1421285368405
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421285368686
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421285371025
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421285371618
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421285374941
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1421285374941
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421285377156
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421285380138
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421285381604
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1421285381620
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421285390184
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1421285392119
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421285393400
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1421285395069
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421285398844
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421285399889
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1421285439907
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1421285447101
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1421285452061
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421285452342
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421285454421
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1421285456948
