what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423531584215
error,log,,,"CPU architecture type not set. ",1423531584218
error,log,,,"CPU master group not set.",1423531584218
error,log,,,"SOPC design not set.",1423531584325
error,log,,,"CPU module not set.",1423531584326
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423531584326
error,log,,,"CPU architecture type not set. ",1423531584326
error,log,,,"CPU master group not set.",1423531584326
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423531584441
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1423531588315
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423531594736
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531662623
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423531669545
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423531675837
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423531684413
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531736665
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1423531740222
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1423531742419
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1423531742681
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423531748112
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423531749586
error,log,,,"SOPC design not set.",1423531749619
error,log,,,"CPU module not set.",1423531749622
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423531749624
error,log,,,"CPU architecture type not set. ",1423531749626
