what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1423531943150
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423531949664
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1423531954499
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531955323
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531967551
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531967600
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423532222104
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423532233184
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423532770987
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423532783842
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423532795226
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423532796566
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423532796735
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1423532796858
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1423532796860
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1423532796887
stopped,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1423532796887
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.debug.core"".",1423532796907
error,log,,,"An exception occurred while dispatching debug events.",1423532796908
stopped,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1423532797887
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1423532797887
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1423532797887
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1423532797888
stopped,bundle,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui",1423532797888
stopped,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1423532797888
