what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_14",1423526924287
java.vm.info,sysinfo,,,"mixed mode",1423526924287
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1423526924287
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1423526924287
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1423526924287
java.vm.specification.version,sysinfo,,,"1.0",1423526924287
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1423526924287
java.vm.version,sysinfo,,,"14.0-b16",1423526924287
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423526930547
started,bundle,com.altera.sbtgui.core,10.1.0.153,"com.altera.sbtgui.core",1423526932077
started,bundle,org.eclipse.core.databinding,1.2.0.M20090819-0800,"org.eclipse.core.databinding",1423526932157
started,bundle,org.eclipse.core.databinding.property,1.2.0.M20090819-0800,"org.eclipse.core.databinding.property",1423526932197
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423526942717
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1423526942727
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423526943327
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423526944437
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423526944567
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1423526944897
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1423526944897
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1423526944947
stopped,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1423526944947
stopped,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1423526944947
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1423526944947
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1423526944947
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1423526944947
