what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1423529705951
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423529705981
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423529706827
error,log,,,"SOPC design not set.",1423529707277
error,log,,,"CPU module not set.",1423529707277
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423529707277
error,log,,,"CPU architecture type not set. ",1423529707277
error,log,,,"CPU master group not set.",1423529707277
error,log,,,"SOPC design not set.",1423529707377
error,log,,,"CPU module not set.",1423529707377
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423529707377
error,log,,,"CPU architecture type not set. ",1423529707377
error,log,,,"CPU master group not set.",1423529707377
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423529707487
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1423529709327
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1423529711133
error,log,,,"Error logged from Debug UI: ",1423529711303
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1423529711303
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423529712193
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1423529712543
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1423529721249
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1423529723009
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423529750632
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423529751032
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423529751392
