what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1423530152235
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1423530154185
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423530159885
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423530161235
error,log,,,"SOPC design not set.",1423530161275
error,log,,,"CPU module not set.",1423530161275
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423530161275
error,log,,,"CPU architecture type not set. ",1423530161285
error,log,,,"CPU master group not set.",1423530161285
error,log,,,"SOPC design not set.",1423530161395
error,log,,,"CPU module not set.",1423530161395
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423530161395
error,log,,,"CPU architecture type not set. ",1423530161395
error,log,,,"CPU master group not set.",1423530161395
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423530161495
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423530162587
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423530165131
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1423530165135
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423530171706
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423530215598
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423530218719
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423530260758
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423530261990
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423530262901
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423530265456
