what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1423527819573
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423527819613
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Resume",1423527822203
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423527823703
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1423527823753
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423527825122
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423527827832
activated,perspective,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui.cPerspective",1423527827832
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423527834902
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423527834932
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423527834932
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.smartEnter",1423527840932
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1423527851662
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423527858927
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423527860247
error,log,,,"SOPC design not set.",1423527860297
error,log,,,"CPU module not set.",1423527860297
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423527860297
error,log,,,"CPU architecture type not set. ",1423527860297
error,log,,,"CPU master group not set.",1423527860297
error,log,,,"SOPC design not set.",1423527860447
error,log,,,"CPU module not set.",1423527860447
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423527860447
error,log,,,"CPU architecture type not set. ",1423527860447
error,log,,,"CPU master group not set.",1423527860447
