what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531281110
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531281729
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1423531287775
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531292987
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1423531300302
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1423531328229
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1423531328633
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1423531350974
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1423531357583
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1423531361354
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423531364146
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423531364911
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423531368926
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1423531370351
error,log,,,"SOPC design not set.",1423531370389
error,log,,,"CPU module not set.",1423531370392
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423531370394
error,log,,,"CPU architecture type not set. ",1423531370397
error,log,,,"CPU master group not set.",1423531370397
error,log,,,"SOPC design not set.",1423531370494
error,log,,,"CPU module not set.",1423531370495
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1423531370495
error,log,,,"CPU architecture type not set. ",1423531370495
error,log,,,"CPU master group not set.",1423531370495
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1423531370610
