what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1423526964709
started,bundle,com.altera.sbtgui.integration,10.1.0.153,"com.altera.sbtgui.integration",1423526964709
started,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1423526964719
started,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1423526964719
started,bundle,com.altera.systemconsole,10.1.0.153,"com.altera.systemconsole",1423526964719
started,bundle,com.altera.utilities,10.1.0.153,"com.altera.utilities",1423526964719
os,sysinfo,,,"win32",1423526964719
arch,sysinfo,,,"x86",1423526964719
ws,sysinfo,,,"win32",1423526964719
locale,sysinfo,,,"en_CA",1423526964719
processors,sysinfo,,,"4",1423526964719
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1423526964719
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1423526964719
java.specification.name,sysinfo,,,"Java Platform API Specification",1423526964719
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1423526964719
java.specification.version,sysinfo,,,"1.6",1423526964719
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1423526964719
java.version,sysinfo,,,"1.6.0_14",1423526964719
java.vm.info,sysinfo,,,"mixed mode",1423526964719
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1423526964719
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1423526964719
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1423526964719
java.vm.specification.version,sysinfo,,,"1.0",1423526964719
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1423526964719
java.vm.version,sysinfo,,,"14.0-b16",1423526964719
