what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1421287849836
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287849836
error,log,,,"CPU architecture type not set. ",1421287849836
error,log,,,"CPU master group not set.",1421287849836
error,log,,,"SOPC design not set.",1421287857308
error,log,,,"CPU module not set.",1421287857308
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287857308
error,log,,,"CPU architecture type not set. ",1421287857308
error,log,,,"CPU master group not set.",1421287857308
error,log,,,"SOPC design not set.",1421287857308
error,log,,,"CPU module not set.",1421287857308
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287857308
error,log,,,"CPU architecture type not set. ",1421287857308
error,log,,,"CPU master group not set.",1421287857308
error,log,,,"SOPC design not set.",1421287857308
error,log,,,"CPU module not set.",1421287857308
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287857308
error,log,,,"CPU architecture type not set. ",1421287857308
error,log,,,"CPU master group not set.",1421287857308
error,log,,,"SOPC design not set.",1421287857308
error,log,,,"CPU module not set.",1421287857308
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421287857308
error,log,,,"CPU architecture type not set. ",1421287857324
error,log,,,"CPU master group not set.",1421287857324
error,log,,,"SOPC design not set.",1421287857324
