what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1421797623415
error,log,,,"CPU module not set.",1421797623415
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421797623415
error,log,,,"CPU architecture type not set. ",1421797623431
error,log,,,"CPU master group not set.",1421797623431
error,log,,,"SOPC design not set.",1421797623462
error,log,,,"CPU module not set.",1421797623462
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1421797623462
error,log,,,"CPU architecture type not set. ",1421797623462
error,log,,,"CPU master group not set.",1421797623462
opened,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421797624944
error,log,,,"sun.awt.X11.XlibWrapper",1421797625084
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1421797625194
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1421797625209
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421797626956
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421797641454
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1421797643654
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1421797644762
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421797711935
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1421797812274
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421797812289
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1421797839442
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1421797843326
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1421797846898
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1421797850377
