what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1421691716311
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1421691716311
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1421691716311
started,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1421691716311
os,sysinfo,,,"win32",1421691716311
arch,sysinfo,,,"x86",1421691716311
ws,sysinfo,,,"win32",1421691716311
locale,sysinfo,,,"en_CA",1421691716311
processors,sysinfo,,,"4",1421691716311
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1421691716311
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1421691716311
java.specification.name,sysinfo,,,"Java Platform API Specification",1421691716311
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1421691716311
java.specification.version,sysinfo,,,"1.6",1421691716311
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1421691716311
java.version,sysinfo,,,"1.6.0_14",1421691716311
java.vm.info,sysinfo,,,"mixed mode",1421691716311
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1421691716311
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1421691716311
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1421691716311
java.vm.specification.version,sysinfo,,,"1.0",1421691716311
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1421691716311
java.vm.version,sysinfo,,,"14.0-b16",1421691716311
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1421691716389
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.core",1421691716451
